class,tweet_en_clean
1,Musta let dem retards out to food shop One just step on my boots in da Foodtown Yall know not to step on a niggas shoes
1,Mute it hoe
1,Mutes pussy And and smh
2,Muzzled pit bull with throat slit found on side of road in PA via HIDEOUS ABUSE THROAT SLIT LEFT TO DIE
1,My sister use to walk the blade EVERYNIGHT so the way I see it that bitch dont have NO PLACE to try tell me wtf I should shouldnt do
1,My 2014 saying is bitch go get yo nigga hoe cuz Im gonna beat yo ass just like am gonna beat nigga bitch go get yo nigga
1,My Fantasy reign starts today Got pussy nigga Los up first lmaocmon Seattle D cut upppppp
2,My Hawaiian thought of the day No Aloha for muzzie pigs EVER
1,My Instagram is being a bitch and telling me I cant follow this person fuck this
1,My Instagram song aint bout me postin pictures its about how hoes not allowed to post pictures of me and I aint posting none of them 128076
1,My Lil cousin been locked up for 2 years for beating a bitch with Metal bucket
1,My Moor friendsno not black friendsbut Moor friends said Nigger came from NigeriaYou are so lostStop tagging me
2,My Oriental Gallery Blog The New Land of Free Enterprise
1,My Ralph Lauren jacket comes tomorrow Im giving out free hugs so these bitches can know what high quality fabric feels like
1,My True life episode comes on later on tonight at 8pm central time True Life I wanna be a tranny
2,My Twitter app is poo trash
0,My advice of the day If your a trannygo fuck your self
1,My alarm clock should be callin lol wake yo ass up and get this money bitch
2,My arguement with shes the baddest white girl is shes trashHer argurment with shes trash is But shes paid
1,My asshole credentials Even rednecks hate me
1,My aunt said Im handsome fuck you hoes
2,My auto correct makes me sound so FOB
1,My baby Lexy She is a whole aint shit bitch in the winter Sorry ass RWD thats her only flaw Still love you tho
2,My baby boy asleep with my monkey that I had since I was little I love my son so much
2,My baby guinea pig is so cute Adorable
1,My bad dawg Thats yo hoe 128564
1,My bad That was about Why bitches act like I CANT READ or like words dont have a meaning
1,My bae said u bitches watch yall mouth lmao
1,My barber not bein able to cut my hair yesterday really prevented me from goin to the club and gettin mad bitches b he owe me 3 free cuts
0,My best friend loves Justin beiber what a fag 128557128514128557
2,My best friend says I dont need to be in love right now he thinks its too soon to love monkey
1,My bestfriend is the BIGGEST bitch I know Thats why we are best friends lol
2,My bf loves crows Thought he might enjoy the last tweet
2,My bird got a headache 128527128530
1,My bitch 128540
1,My bitch Remy stuck in 06 128557
1,My bitch ass buddy pmo
1,My bitch ass like an allergic reaction she service my faction
1,My bitch bad
1,My bitch bad like Brittany but I wish I had Brittany
1,My bitch bad lookin like a bag of laundry
1,My bitch bad piece yo bitch got bad feet 128514128514
1,My bitch bad she from the islands
1,My bitch bre been ina good mood they freed her young hogg 128175
1,My bitch can be anything except average
1,My bitch cold not average you couldnt fuck my last bitch
1,My bitch cold not average You couldnt fuck my last bitch 1285309995128514
1,My bitch educated had her clients pay the payments
1,My bitch from magic city she shaking ass titties
1,My bitch get on my nerves
1,My bitch gotta be as fly as me if not flyer
1,My bitch pussy got hella powers
1,My bitch pussy multipurpose it take this dick and hide my dope
1,My bitch say Im in the dog house FUCK YOU MEAN
1,My bitch say Im in the dog house fuck you mean
1,My bitch was so loaded last night 1285141285141285141282931281681280791280791278671278671278671278671278671278671278671279321279321279321278811278811278801278731277969728
1,My bitch won Ralphy for me Thanks 128139
1,My bitch work for chic fil and she says this is not real b RT TO SAVE A LIFE
1,My bitches are related They are kissing cousins 128557128557128514
1,My bitches cleaning
1,My bitches get them Christians nigga
1,My bitches not average Spend money I got it Ya girl want me she gon get fucked aint no askin
1,My bitches pop that pussypop that gum and pop pills
2,My black queen dreading my hairsThank you Most High for this Moor Queen I asked you forI want to BE BEtter with her
1,My blue flag brite nd ya bitch blowing me like play bagpipes
1,My boy got the hoes now
1,My boyfriend is such a smart ass bitch watch yourself you wear the pants but I fucking unzip them K
1,My brother doesnt know what American horror story is 128514 bitch you lame ass fuck
1,My brother is a fucking pussy
1,My brother thincc im playing he keep putting the AC on 60 fuccing wit me Ill break it we will ALL be in this bitch burning UUUUP 128293128293
1,My brothers ex was a fat hog man I swear this is the reason why he doesnt have any money or anything right now its cause of that white hoe
1,My car so wet My bitch so wet when I drive i car pool
1,My cat is fighting the street cat carry through the glass in my room What the hell stfu pussies
1,My cat just rolled on me and said lets go run a game of 21 bitch
1,My cats a bitch niggah
1,My cheapest broke ass meal I had some egg noodles but we aint have no buter no pepper nothing I put syrup on them bitches
1,My clothes are always retro sexual like im hetro and I play a bitch like nintendo takee her for a ride in my benzo
1,My cousin bio on her Instagram light skin dark skin brown skin bitches holla at me she funny as hell
1,My cousin just said these hoes aint shit Idk why they want me I aint shit either Got me dying over here lol
1,My dad goes son of a bitch and just lights a cigarette in the kitchen Oh128514128514128514128514
1,My dad is a bitch
1,My dad is such a bitch
1,My dad just said Karl was always the biggest pussy of all 3 of the kids Im sorry Karl but Youre just a pussy I love my dad LMFAO
1,My dad just told s dad to text one of their friends and say hashtag pussy Hahahaha Im done
1,My dad talking about my dogs fetching skills I seen that nigga do mad shit air bud my ass air pussy 128514
1,My dads friend was telling my dad and I about how he got some good pussy last night and how she was a good lay It was a real bummer
1,My dads side of the family is ghetto af my moms side if the family all prim and proper Haha
1,My dawg told me its a must I be this Saturday ROCKIN that bitch wit Tha8230
1,My dick wants some pussy
1,My dick your bitch on it
0,My doctor tonight is such a miserable cunt Even my nurse is pissed off Shes been here since 7PM and hasnt come to see me once
2,My doctors office is retarded we noticed you put in a prescription order so we canceled it Give us a call if you need a refill thanks
1,My dog is number 1 bae and way over these hoes 1285141008465039
1,My dog just lifted her leg to pee Shes such a butch bitch
1,My dogs man I remember ok girl text my phone on they bs squads was ready deep thenna bitch ready to go
1,My down bitch 128074 my crime partner 128176128299 ima bitch when he get mad 128080 my lil doctor 128155128153128149
1,My duck got big as fuck Yes duck like the bird
1,My dumbass has a redskins mcnab jersey
1,My ex just wanted a reason to continue to be a whole hoe outchea and tried to make me feel bad for a comment from a thirsty
1,My ex wanna work it out bitch try yoga
1,My expectations are high when it comes to anything My weed my pussy my foodmy clothes n kicks people that shit needa be a1 to me
1,My eyes brows finna be on fleekate fleek bitch 128514128514128514128514
0,My eyes feel so chink eyed
2,My favorite DC restaurant is Charlie Palmers
1,My favorite is picslip thats a dumb bitch who just posted a pic and isnt sure she should have or not
2,My flow retarded 128526
2,My goal for soccer this year is to get a yellow card every game
1,My goal one day is to own a nice Rolex and wear that hoe everyday
1,My god mother thinks im a stoner because she has someone watch my tweets lmfao no ya boy clean as nikki minaj pussy
2,My grandma threw out all of my raps Ones I made from 7th grade to now Im literally crying Thats all my work in the trash 128530128532128547128546128557128560128545128548128544128127128122128589
1,My grandpa hooked his friend up with some pussy in Vegas Praise
1,My hair is one of a kind so dont ever fix your mouth to say our hair is alike cause guess what hoe IT AINT
2,My hair is trash I need to put a masque on it But that takes so much energy that I dont have
2,My head too big for snapbacks128553128532 128557128557128557 I like beanies better anyway128076
1,My high school need to gon and throw a hood reunion party Everybody knows we was ghetto as hell
1,My hobbies consist of sleeping subtweeting about random people from school that dont even know me because Im a judgemental bitch
1,My hoes Trippin lol
1,My hoes love to go shoppin
1,My hoes they do drugzzz
1,My homeboy got a hoe number on house arrest i said thats good she wont ask to go anywhere
1,My honky my honky My motherfucking honky
1,My house is so piece full thank god these little jungle bunnies are outta my face
1,My job some hoes how you gonna call at 734 talking bout come to work at 8 128530 ummm no Im staying in bed
1,My life is going to a bitch for 6 short weeks
1,My lil bitch a vet she say she need a dog
1,My lil bitch just called me said she needa break But you can leave Cuz bitch Im doin GREAT
1,My lil cool ass bitch she from northside 128525128175128184128079128081128581128079128540128176128525128525
1,My lil cousin be hating Bitches always want the older nigga not my fault nor did I fuck the bitch so chilllol
1,My main bitch my side bitch mad at me I could give two fuckssss
1,My main bitch and my side bitch mad at me I could give two fucks all I need is two cups
1,My main bitch called to tell me she missed me 1008465039128536 super cute love you boo
1,My main bitch is a ghost
1,My main girl Tryna get a blessing why my side hoe Tryna get affection
1,My mains riri22barbie georgegia yessssss ladykimora turntup vegas bitches 128525128525
2,My mama made me some brownies they was everything 128553
2,My manager new brand PRE ORDER NOW w 404 3941570160160 Red Lust Cherry White beanies
1,My manager is retarded bruh always asking siri some spellings 128514128514128514 this nigga is dum af doe
0,My managers a stupid cunt yes I said it
1,My mentions tl moving fast af sorry if Im flooding yo shit Im lowkey tryna get off this hoe for yall
1,My mf dawggg 128175128175128175128584128584 I miss this hoe man
1,My mom bitches too much
2,My mom didnt buy me Oreos she doesnt love me
1,My mom is a cunt
1,My mom is so clueless to whats going on with me lol she like you cant trust negros witcha money lmfao whaaaat
1,My mom just bought a bunch of new sandles then chipped her toe nails now its like World War 3 in this bitch
1,My mom seen my progress report was like so wtf is up wit this B bitch wtf do you NOT see them 7 As 128529 tf she just Ungreatful 9995
1,My mom told me never use the word cunt ITS MY FAVORITE WORD Cunt cunt cunt cunt cunt cunt cunt cunt cunt cunt cunt cunt cunt cunt cunt
2,My mom wants to buy a zebra like for reals
1,My moms a fucking cunt dude
1,My moms younger brothers gonna come disrespect my mom call her a bitch my cousins gonna tell my mom to STFU Wth
1,My momma keep talking to me like bitch gtf Im on Twitter
1,My moms a worse bitch than me like ugh I cant stand that hoe
1,My mother even bitched his bitch ass ctfu
1,My name is Bryanna you can find me at Im the baddest bitch youll meet because everybody wants to be me128514128514128514999665039999665039
1,My neice getting so big She ready to punch on sum bitches lol
0,My neighbors be sick when i wake um up to all this nigger music ctfu
1,My neighbors hate me cuz i smoke weed and blast the most ghetto music from my room
2,My nephew albino albinos have astigmatisms eye spasms partial blindness its not their faults
1,My nephew keeps tryna kiss me and Im like bitch you got zero followers dismiss yourself
1,My new bitch eat a dick like a bratwurst
1,My new bitch finer than a mf but I dont understand shit she say 128585
2,My nicca swear he can see me in madden lol
2,My nicca Drake gear game is all bad lol
1,My nicca Tip cant act for shit in Takers
1,My niccas on sum spooky shit hide n a cut pop out n drop a bitch
1,My niccas was too Real fa these Streets RIP Ike Free Nwax
1,My nig yes black people live in Wisconsin lmao shock da shit out me too learnsomethingeveryday
1,My nig Todd Gurley a beast
1,My nig been talking bout what he gonna be for Halloween since July to excited
1,My nig jus found out his girl fuckin anotha nig so he meets up wit dis nigga
0,My nig jus said aint nuttin worse den a fat loud hoetru fuckin story
2,My nig kkeldalegend took me out for some more of that good old New Orleans soul food
1,My nig said he dont see the differences between pornos and monster ball My face 128551
1,My nigga Bolin does NOTHING but win with the bitches breh
1,My nigga calls fat bitches 8221 porkers8221 lmao
1,My nigga dmd a bitch and said ur eyes are so beautiful they melt me lmaoooo nigga thought he was reading a romantic comedy movie script
1,My nigga got me hanging out with his fat catfish bitch smh
1,My nigga mister meaner just hope back on the bitch
1,My nigga so stiff but his bitch even stiffer 128175128107128143128074 Me that is 128175
1,My nigga was drinking Gatorade like its not Dumass hot lol bitch drink water
1,My niggah
1,My niggah I slept perfect
1,My niggah I was waiting all weekend to take these shits 128553128514
1,My niggah my niggah
1,My niggah watch me be awake till 5
1,My niggas bigger then the bouncer roll up in the bitch still smell like an ounce
1,My nigguh
1,My nigguh Me naturally forever be fly
2,My nips are cold 128563
2,My nudes are trash
1,My partna from Mississippi told me 2weeks ago I got 2 weeks to fuck all these ok hoes 2014 Im stepping my game up 128514128514128514
1,My phone acting retarded
1,My phone is finally back on bitches no more TextNow
2,My phone on 10 fml I still gotta get to the yellow sign lol motivation lol btw I zoomed in 2x lol
2,My pits be stankin from doin dem flows Is hard on a ol colored body in da heat Dem white women be pushy when day want dare flows fixed
1,My playlist goes something like this smoke tracks for my niggas reggaetonbachata for the bitches and slow jams for that lucky lady
1,My po heart still beatin fast da way dat nigger scream into dat microphone I felt like I be at da welfare office and cut da line
1,My problem is I got a STRONG IDGAF attitude Ion show NO Feelings to these pussy mfs 128175
1,My problem is caring about bitches noggas
1,My pussy ass car wont start Its scared of the cold
1,My pussy popz Severely
1,My pussy taste like pepsi cola
1,My pussy tastes like Pepsi Cola 127926128527
1,My pussy worth 15
1,My reaction when a spoiled white kid says nigga like they a thug everytime whiggers
1,My roommate is eating so obnoxiously I wanna fucking slit his throat
1,My sex game better than yo ex niggah
2,My shift wont be over no time so in the mean time im doing what I have to go to get by And if it means tweeting trash I will
1,My side pieces have real jobs nigga I dont fuck with no birds
1,My sister called the chinks an asked was they open ctfu she fried
1,My sister is a bitch My nephew got his first haircut and hes bald 128557
1,My sister is such a bitch 1285149994
1,My sister is such a bitch to me when she dont get her way
1,My sister said my step mom is a cunt 3 i love my Sister
2,My sister told me that I look like a bird While my past told me that I look like an alien
1,My sisters bitching that she has school tomorrow like I dont 128530 fuck up hoe at least you arent up studying right now
1,My slap a bitch sense is coming 128530
2,My son is 9 and still has issues tying his shoes because hes barefoot all the time in case you wanted to know my hillbilly status
1,My stomach hurt like a bitch yoo
1,My tail just said he dropped 20k to pay off the last of his student loans and clams he is broke Nigga u just dropped 20k like its nothing
1,My taste in music goes from love song to pop that pussy bitch in like 5 seconds
2,My teacher always says Has a man ever abused his wife while using marijuana Not unless she hides the Oreo cookies then she deserves it
1,My teacher called my mom cus I was eating in class fucking bitch
1,My teacher talm bout she would make every senior go to da army fa 2yrs 128530 bitch please meat ainnn doin uh damn thang
1,My two main wiggas and I
1,My walmart tees count as designer These niggas hoes in designer clothes 128557
1,My whole goal is to fuck someone bitch and cause turmoil in a happy relationship 128523
1,My wigga RT Ryan Gosling knocked up Eva Mendes swag that man the fuck out
1,My wigga
1,My worse bitch looks better than your main bitch Now thats bad right there lol
1,Mykel stay wit all the bad bitches 128514128557128530
1,N Im so tired of hearing he wouldnt do it for u ol bitch he wouldnt have too my people dont play on my end
1,N dat bitch sound like a man if dats ya grandma fucc yu too
1,N then the hoe sooooo ugly like bitch you ugly dog like dumb stupid ass ugly like 128514128514128514999665039128129128581128076128080128080
1,Na hit the butta slide at the end of that bitch 128514
1,NBA ALLSTAR weekend is an unofficial negro holiday
2,NBA handle your zebras
2,NEVERMIND I FOUND THEM in the trash
2,NEW Nashville Noise loves burgers honky tonks and grabs a pizza
1,NEWS FLASH When you pay TAXES you are paying for everything you bitch about IRS GovernmentAffairs obamacare
1,NEWS FLASH Obama won the election and increase their numbers in congress Stop with the bullshit already and compromise bitches
2,NFC South is trash juice
2,NJSole Sole Sauce Get those soles icy again
1,NO you dont have haters People just dont like you Get over yourself hoe
2,NYC Media last week LOL look at the flyover peckerwoods freaking out NYC Media now BRING OUT YOUR DEAD
1,Na nigguh I dont know how you rock
1,Nah really the man at BG breh nigga got random bitches at the bar coming up to me like I attend the university this is crazy
2,Nah Electric Fairy Tale seems cool but Id rather buy some drugs with that money
1,Nah I definitely gotta find me a bitch to drive me around in my whip while Im drunk to this Ty Dolla ign tape b its only right
1,Nah Mimi a bitch
1,Nah bitch apples apples apples but bitch nawl cuz oranges oranges oranges bitch You dumb as fuck
1,Nah bitch you just ugly
1,Nah fuck Bungie they aint givng me nNO drops Stingy ass niggas You trash at destiny if you aint at least 25
1,Nah fuck em bitter heat bitches Funny seeing heat and bulls fans get along lol
1,Nah if she wus freak an got smutted by multiple niggas you jis then cuffed up a hoe
1,Nah just yo hoe she just swung matter fact yu get hoes 128551
1,Nah my nigga just tried to set me up with the ugliest bitch of all time at the club just now We officially aint friends no more dawg wtf
1,Nah nicca WTH are my cheese fries 128530 get me one bring it to the barber sshop at 11 please 128525128525128536128536
1,Nah nicca its to light to be my dark ass lol andi knowww thats your baby picture lol
1,Nah nicca you GOT GAS 128541128514128514128514 128514128514128514 blowing gas 128548
1,Nah these hoes DMs broke tho
1,Nah watch the hoes thats jus gettin fucked start tweetin bout Make Love
1,Nah we still up All the flat booty bitches asleep yet or Nah
2,Nah ITS OVER People dont tell artists what do to Thats defies the definition of what WE ARE TRYING TO SHOW youpeople retards game7
1,Naked bitches give me bubble baths
1,Nannie bitch dont talk to that hoe with ha extra bs ass 128514128514128514128553999665039128175128079128581128078
1,Naomi Campbell Rihanna Miley CyrusCrazy bitches lol
1,Nappy chin hairs bitch Im mothafuckin q
2,National Review calls gay marriage lawlessness oregon tcot gop NOM lol teabaggers
1,Naturally when a shitty leftist rag talks trash about another shitty leftist rag you better fall in line Or youre out of the club crw
2,Natures majesty is beautiful melts butter PHOTO Rare bluecolored red king crab caught in Alaska waters
1,Naughty mature AV model has her sweet pussy spread by a huge160dick
1,Naw Im just playin I only fucked with bad bitches
0,Naw RT Am I the only one mad that ESPN gonna be talking about faggot ass Penn State all week
1,Naw bitch I aint meek mills
1,Naw bitch you goin against a monster lol lyrical maniac
1,Naw she not a hoe she just a Freeky Girl
1,Nawwww If you a hoe you sittin on the floor and not my damn couuuuuch128131
1,Nd these hoes all kno Im workin wit a 9 I aint talking bout a gun Im talking feel it in ya spine
1,Nd yall thought bitches knew how to accessorize
0,Need a bitch to drop it down for a niggah
1,Need some Hispanic pussy
1,Nelly got all the hoes singin lol
1,Neva trust a bitch
1,Never again will I put so much into a relationship unless the bitch ACTUALLY puts more effort into it than me
1,Never argue with a bitch thats at the bottom of the food chain 128129
1,Never been a bitch
1,Never bring these hoes to my house cause these bitches talk
1,Never did like that bitch
1,Never gas hoes but I do take they ass home
1,Never give a bitch the impression that u need them
1,Never give the next bitch an opportunity to prosper off of your name
1,Never go full retard
1,Never keep leeches in your life If bitches take more than they give its time to cut them off
1,Never leave your trust in a bitch
1,Never let a boy make you feel like youre anything less than a bad bitch
1,Never let them hoes get in between of what we started
1,Never lettin dat nigguh used twitter in my phone again
1,Never messed with a hoe that went to jail unless I didnt know her last name
1,Never put nothin pass these hoes cause all of these hoes straight ratchet
1,Never seen a pussy he didnt like
2,Never seen a tinted yellow tongue before She just ate a lemon jolly rancher
2,Never seen purple bird poop until today lol
1,Never seen yo bitch but I bet I could fuck her on the first day
1,Never take a bitch where you stay Never keep work where you lay
1,Never tell a bitch that I love her
1,Never tell a bitch what u up to
1,Never that serious Thought you was Finna cruise with a new bitch 1285531282731282989995
1,Never trust a bitch cause these bitches fuckin anyone Say you know a faithful bitch where she at I Gotta get me one
1,Never trust a bitch you took from a nigga 128175
1,Never trust a nicca who volunteers another man info
2,Never turned my back on the birds
1,Never will we be an item Psycho bitch
1,Neverrr play me for stupid because Im far from it You bitches might be stupid But not me 128581
2,New jersey should be yellow with a green chevron stripe like charlie browns jersey
1,New Avi bitches be weak
1,New bitch already and its the second episode
1,New boss said my buttons on my shirt cant be white So I colored them hoes with a sharpie 128514 glossy
1,New pussy aint always better
2,New show announced in Lutsen MN at Papa Charlies on December 11 2010
2,New show announced in Lutsen MN at Papa Charlies on January 29 2011
1,New song coming out Ray rice that hoe
1,New strategy to get bitches Be Bruno Mars
2,New test makes your poop neon colored if you have colon cancer 8594
1,New years ever get at me bitch loaded GFU 2013 127881
1,Next Sunday faggot
1,Next bitch I fuck Im goin to her spot lol
0,Next time u gone call a darky a niccacall dat coon a jungle bunnyBoondocks PS I
2,Next time you leave magic trash in my jacket try not to have your initials written on them
1,Nicca In my DM talkn bout follow his Instagram Lame nicca I now no longer follow you on twitter WhereTheyDoThatAt
1,Nicca n dis bitch playin games on his phone
1,Niccas be gassing hoes they never gone pop Smh Prolly never gone meet her WastedEnergy
1,Niccas be hating on my nicca Jeezy RealTalk
1,Niccas be walking 4 flats to catch a nicca they kno in the club
1,Niccas been deerin me err weekend but I bet I hit dat A dolo dis weekend if niccas playin 999665039
1,Niccas catchin dem theft under 500 charges out hereshit ugly I guess niccas Tryn get it fa da holidays 128557128514128514128514128514
1,Niccas get a few dollars and start playing these roles tryna shit on yo niccas instead of playing these hoes 128530128530
1,Niccas use to be like you always Tryn pull a finesseDuh nicca I need mine
1,Nice base running again by the Fucking ponderous
2,Nicholas Rushlow wearing lucky yellow shirt nails theophylline bitter crystalline compound extracted from tea leaves spellingbee
1,Nick Cannon movie 171 A 31 year old bitch in Texas was pretending to be 15 and went to high school 6 months187
1,Nicki gottem MAD AS FUCK tho However credit due to cassidy for the response he didnt diss nicki but killed you lookin ass bitches
1,Nicki said fuck those skinny bitchesuh oh
1,Nigga I fire this nina like its the first day in the job and the bitch over slept
1,Nigga I got pill poppin bitches in the backkkk of the Cherokee
1,Nigga Tyrese on Walking Dead is a bitch smh
1,Nigga a dyke Melo garbage ass just now hitting 20k
1,Nigga be a straight gentleman then he speaks bitch comes with that funky ass attitude then the gentleman shit goes out the window
1,Nigga ended up going Juco messing with them hoes and then signed a the smallest of d1s moral of the story take what u can get
1,Nigga fuck hoe ion want fuck yo hoe she a fat chick she bad built 128080
1,Nigga fuck up Aint none of that shit Goin down with yo niggas You niggas think you feeling 128056 bitch My niggas 128058 you
1,Nigga getcho bitch treat her how she wanna be treated but I aint triccin 128175
1,Nigga gone have to get a room like a bitch
1,Nigga got Lean pong I know niggas be outta there in that hoe
1,Nigga gotta find them hoes quick
1,Nigga hungry then a bitch too
1,Nigga i wus graduating If you wasnt in the 6th grade in 1996 you a hoe
1,Nigga ill take ya main hoe make her call her home girl and make em share the same dick
0,Nigga just had them crackers on a chase
1,Nigga paybacks a bitch
1,Nigga pee wee is a bitch
1,Nigga retweets the most trash shit
1,Nigga said dates is pussy installment plans so is that why you gotta keep saying her when you get it cuz its never truly yours
1,Nigga was sweating like a guilty preacher in that bitch
1,Nigga you a pussy hope you got 9 lives
1,Nigga you is a fool 128553 8220 I feel like eatin nd beatin a pussy up 1285538221
1,Nigga you made it Nigga we made it128588128588 Best rider That goes to a blaxican
1,Nigga yu bitch made 127797127797
1,Nigga this bitch is scaring me Pass me the blunt 128514128514
1,Nigga lol IDK Elway trying to snatch everybody Come on redskins shitttt go sign revis idk what he want lls
0,Niggah niggah niggah dont believe me just wacthh
1,Niggahs actin like they pimps but they pay the bitch 1285141285141285141285149995
1,Niggahs need to keep there bitches in check
1,Niggahs watch who you fucking just to hate on your bitches
1,Niggas a buy a 700 outfit to impress a 10 bitch
0,Niggas actin like hoes most of em bitches
1,Niggas aint loyal gott bitches stiffer than you
1,Niggas aint worried bout other niggas messin wit dey hoes Niggas worried boit hoes messin wit dey hoes
1,Niggas already acting like bitches so why not get a real bitch right Hell if you gone act like a pussy I rather just have one Shit
1,Niggas are funny karma is a bitch Good morning
0,Niggas are so fucking gay And they try to cancel it out by saying nah were bros its cool nahhhhhaahahahaha you a faggot bruh
1,Niggas at the march looking for hoes they out there too Im sure of it
1,Niggas be bitches hoes be bitches ion see no difference
1,Niggas be frontin for some pussy they aint wit me
1,Niggas be having LOYAL pussy on call and still be thirsty as fuck Like BRO go fuck your woman get some of them hormones out lol
1,Niggas be impregnating the most basic of bitches No job dont know how to drive a car no money no house n wonder why they miserable
0,Niggas be in they feelings when they find out their hoe fuckin another nigga StopSavinTheseHoes
1,Niggas be like when they see they side bitch cashin another nigga Hello mutha fucka
1,Niggas be pressed for pussy it aint nothing
1,Niggas be so dehydrated if I wanted my pussy ate everyday for the rest of this year it would happen
1,Niggas be tryna fuck the next nigga bitch not knowing their bitch the next nigga bitch
1,Niggas be wanting bitches with money but be broke as dirt 128514128514128514128078128078128078999665039
1,Niggas cant stand me cuz they bitches be feelin a nigga Get mad at yo so called girl
1,Niggas cheat on they bitch and dont expect no pay back WHATSOEVER Yall just as naive as these bitches
1,Niggas cry when they get hit high and cry when they get hit low NFL full of pussies now
0,Niggas deserve better bitches
1,Niggas excited by these bitches them the weird boys
1,Niggas fall in love with an EVIL bitch and turn they back on they friends Its Cool Tho
1,Niggas get pussy in the friend zone
1,Niggas go crazy over bitches now a days 128541 like calm yo happy ass down
1,Niggas gossip like hoes man I aint wid that shit
1,Niggas hate me cuz they know im a threat to them they bitches
1,Niggas is bitches
1,Niggas is hoes OnHere and in real life too
1,Niggas is pure suckas If you got a problem with ya mans address that shit discuss it squash it Only bitches hold grudges
1,Niggas is straight hoes bruh Ima stop fuckin with em
1,Niggas killin the same niggas they grew up with these bitches fuckin the same niggas they homegirl was inlove with
1,Niggas needa stop wearing MK thats for bitches lol
1,Niggas only get fucked up only on weekends and I get fucked up daily bitch I still do it bigger not on my level
1,Niggas put on wigs and act like bitches for retweets 128530that shit fu
1,Niggas really be dickin over these hoes ona gram thats the reason they got the big head now
1,Niggas retarded lol
1,Niggas see you wit da yellow dey wanna hit you up 128530
0,Niggas sleepin with bitches grandmas Lmfao maury fake af
1,Niggas sooooo pussy I swear I dont talk Im all action
1,Niggas spend 500 just to look good for a bitch they wouldnt even buy 99 cent burger for
1,Niggas swear they dont trust these hoes but be fucking raw 128528128514smh
1,Niggas talk more than bitches these days
1,Niggas talk more then bitches these days
1,Niggas talking bout these hoes aint loyal but they been to 6 different barbers
1,Niggas that eat mussels eat pussy too str888 FACTS
1,Niggas trash AF
0,Niggas wear wigs more than bitches these days
1,Niggas who stand in line for Jays mad at me now ehh fuck you I pull hoes nd stunt without em on
1,Niggas who talk about pussy the most get the least what a shine box Glittery pussy
1,Niggas wifing hoes ugly bitches 128514128514128514128514 I get on Facebook just to remind myself Im doing fine
1,Niggas will call a female a hoe or thot then 10 mins later go to and thirst over a porn star
1,Niggas with bitch tendencies
1,Niggas wonder why bitches be on that fucc a nigga shit cuz these niggas be on that she just another bitch shit 128175
0,Niggasbitches cheat cause mfs always think they gettin played
1,Niggaz been making trash lately Well not everybody but some lol
1,Niggaz irrational these daysQuick to jump bad bout a bitch
1,Niggaz retweet bitch ass niggaz but wont retweet a real nigga
1,Night bitches 9996
1,Night niggers
2,Nike DC is trash
1,Nikki Minaj is proof that natural is better Minimal is best Some of yall hoes be overdoing it
1,Nikko a gay bitch
1,Nile RT Im really sad that I dont have enough friends to ever be called a pack of niggers with Thats my fuckin dream
1,Nino Brown Oh das me RT Nino Brown on yall hoes
1,Nippin these Clarke Motel bitchesthey get free pizza EVERY DAY and dont tip shit Also never give us any business Game is over
2,Nipple banana monkey
1,No I dont love these hoes and FUCK these niggas Fuckem
1,No bitch I dont have anything to hide I just dont like people looking through my phone
1,No bitch You slut CHILL
2,No cuz redskins are dumpster juice game of the week still the best rivalry in sports
1,No face no trace pussy boys SNATCH
1,No fucks given about the NFL draft its baseball season bitch
2,No girls no hoes just me myself and I
0,No halfbreed spic has any right to say anything to any Anglo ever and should be killed for doing so
1,No hoe shit tho I was bout to say Perro got butt naked bitches doing dishes
1,No i dont own the pussy i just sample it
1,No less than 3 bad bitches in my bed at a time
1,No matter how hard you try to be rude mfs they keep talking to you like bitch do I know you
1,No more SnapChat Selfies No more Instagram Selfies No more NOTHING i WILL NOT be a bad bitch a week man what am I going to do 128546128299
1,No more hoes n oz
2,No more speculation No more mock drafts Its finally Draft Day BortlesKombat StormWarning BuiltByUCF ChargeOn
1,No need to tweet these bitches know my status
1,No nigga a leave a chick with some good pussy unless he just paper chasin
1,No officer I wasnt drunk driving I was swerving on them hoes
1,No one can take your woman They can only take your hoe
0,No one goes into psychiatry to help people Those people are all immoral Everyone who works in that field is pure trash
2,No one has even eaten a Twinkie in like decades
1,No one understands how much it pisses me off when people use the word retard
0,No police department that hires gypsies halfbreeds and nigglets should be trusted
1,No saving hoes
1,No sex bitch I only want the neck bitch
1,No skimp shit here bitch
1,No sleep sleep is for pussies
1,No summer school 128515128515128515128515128515128515128515128515128515128515128515128515128515128515128515128515128515128515128515128515128515128515128515128515128515128515128515128515128515128515128515128515128515128515128515128515128515128515128515128515128515128515128515128515128515128515128515128515128515128515128515128515128515128515128515128515128515128515128515128515128515128515128515128515128515 eat a dick school Im done with your bitch ass
1,No thanks lady you look like you just got off the white trash train Id rather not catch a disease kthxbai
0,No these are only whites pies Well do you have any negro pies
1,No this bitch did not yell down the steps to tell me dont eat her damn chicken128514128514 tf
1,No this little hood bitch did NOT just try to take me to task for JOKING with my niece about not being a Lesbian Ch
1,No time for bitch niggas
1,No time for chasing after someone is like turning up off wine coolers you look like a bitch when you really think about it lol
1,No way all u niggers are employees of the month
1,No wealth doesnt insulate from being called nigger But still does improve empirical quality of life outcomes phenomenally
